병원명,업무구분,대표전화,주소,위도,경도,월요일 진료,화요일 진료,수요일 진료,목요일 진료,금요일 진료,토요일 진료,일요일 진료,공휴일 진료,일요일진료,데이터기준일자
재)성빈센트드뽈자비의수녀회유지재단안산빈센트의원,응급의료기관 이외 > 의원,031-407-9780,"경기도 안산시 상록구 한양대학로 39 (사동, 1~2층)",37.3004668,126.8394054,-,13:00~17:00,13:00~17:00,13:00~17:00,13:00~17:00,14:00~17:00,14:00~17:00,-,Y,2020-09-25
안산의료복지사회적협동조합새안산상록의원,응급의료기관 이외 > 의원,031-401-7577,"경기도 안산시 상록구 석호로 292, 2층 (본오동)",37.2933027,126.8631086,08:30~18:30,08:30~18:30,08:30~17:00,08:30~18:30,08:30~17:00,08:30~13:00,-,-,,2020-09-25
반월제일의원,응급의료기관 이외 > 의원,031-438-8001,"경기도 안산시 상록구 건건1길 27, 105호 (건건동, 한일프라자 )",37.3028157,126.9017621,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,08:30~17:00,-,-,-,,2020-09-25
박치과의원,응급의료기관 이외 > 치과의원,031-419-5944,"경기도 안산시 상록구 도매시장로 16, 302호 (이동)",37.3084055,126.8578715,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,10:00~17:00,-,-,-,,2020-09-25
보국한의원,응급의료기관 이외 > 한의원,031-414-5900,"경기도 안산시 상록구 예술광장1로 52, 302호 (월피동)",37.3290013,126.847576,09:30~17:00,09:30~17:00,09:30~17:00,09:30~17:00,09:30~17:00,09:30~14:00,-,-,,2020-09-25
해율한의원,응급의료기관 이외 > 한의원,031-255-9999,"경기도 안산시 단원구 고잔2길 45, 코스모프라자 302호 (고잔동)",37.3181051,126.8361076,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,11:00~21:00,10:30~16:00,-,-,,2020-09-25
넘버원정형외과의원,응급의료기관 이외 > 의원,031-482-1175,"경기도 안산시 단원구 광덕4로 234, 2층 209~213호 (고잔동, 천혜로데오프라자)",37.3143409,126.8386846,10:00~20:00,10:00~20:00,10:00~20:00,10:00~20:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
대한산업보건협회부설안산성모의원,응급의료기관 이외 > 의원,031-498-1063,경기도 안산시 단원구 신길로1길 86 (신길동),37.3321266,126.7877537,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,,2020-09-25
안산마디튼튼의원,응급의료기관 이외 > 의원,031-403-7585,"경기도 안산시 단원구 예술대학로 9, 보배프라자 601,602호 (고잔동)",37.3177883,126.8365104,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
웰치과의원,응급의료기관 이외 > 치과의원,031-491-9001,"경기도 안산시 단원구 중앙대로 461, 2층 (원곡동)",37.3384873,126.7874117,10:00~18:00,10:00~19:00,10:00~18:30,10:00~19:00,10:00~18:30,09:00~14:00,-,-,,2020-09-25
안산중앙튼튼탑의원,응급의료기관 이외 > 의원,031-8088-7588,"경기도 안산시 단원구 고잔1길 7, 석탑프라자 401~403호 (고잔동)",37.3187014,126.8342127,09:00~19:00,09:00~21:00,09:00~19:00,09:00~21:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
제중당한의원,응급의료기관 이외 > 한의원,031-402-1075,"경기도 안산시 상록구 건건로 117 (건건동, 301호 302호)",37.3112724,126.904641,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
푸른치과의원,응급의료기관 이외 > 치과의원,031-493-7528,"경기도 안산시 단원구 화랑로 123 (원곡동, 한화꿈에그림(아)상가 202호)",37.3268285,126.8027849,10:00~19:00,10:00~21:00,10:00~19:00,10:00~19:00,10:00~21:00,10:00~14:00,-,-,,2020-09-25
초지메이저치과의원,응급의료기관 이외 > 치과의원,031-503-2080,"경기도 안산시 단원구 화랑로 160, 단지내 상가 305~307호 (초지동)",37.3259089,126.8090701,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
서연의료소비자생활협동조합보듬한의원,응급의료기관 이외 > 한의원,031-401-2468,"경기도 안산시 단원구 광덕2로 164-4, 대선빌딩 2,5층 (고잔동)",37.3094133,126.8283301,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~15:00,-,-,,2020-09-25
시원한한의원,응급의료기관 이외 > 한의원,031-493-1076,"경기도 안산시 단원구 새뿔길 19, 2층 (신길동)",37.3367334,126.7733012,09:30~20:00,09:30~20:00,09:30~20:00,09:30~20:00,09:30~20:00,09:30~12:00,-,-,,2020-09-25
우리들연합의원,응급의료기관 이외 > 의원,031-485-4855,"경기도 안산시 단원구 와동로 4, 2층 (와동)",37.331242,126.8268312,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,09:00~13:00,,2020-09-25
갑산한의원,응급의료기관 이외 > 한의원,031-439-8275,"경기도 안산시 단원구 광덕1로 56 (초지동, 로얄프라자 201,208호)",37.3082026,126.8157746,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,09:30~15:00,,2020-09-25
공단한의원,응급의료기관 이외 > 한의원,031-492-2700,"경기도 안산시 단원구 동산로 48, 2층 1호 (원시동, 지원회관)",37.3128395,126.7960432,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,-,,2020-09-25
녹현한의원,응급의료기관 이외 > 한의원,031-485-7875,"경기도 안산시 단원구 광덕서로 56, 303호 (고잔동, 금강프라자)",37.3096892,126.8271841,09:30~20:30,09:30~19:00,09:30~19:00,09:30~20:30,09:30~19:00,09:30~15:00,-,-,,2020-09-25
더선부한의원,응급의료기관 이외 > 한의원,031-402-1808,"경기도 안산시 단원구 선부광장1로 10, 동양빌딩 124호 (선부동)",37.3355044,126.8071871,09:00~19:00,09:00~20:00,09:00~19:00,09:00~20:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
동보한의원,응급의료기관 이외 > 한의원,031-402-7588,"경기도 안산시 단원구 선부광장1로 69 (선부동, 산호한양아파트 상가동)",37.3362544,126.8125477,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
맑은숲한의원,응급의료기관 이외 > 한의원,031-414-1475,"경기도 안산시 단원구 예술대학로 17, 402호 (고잔동, 중앙노블레스)",37.3185883,126.8364913,10:00~19:00,10:00~20:30,10:00~19:00,14:00~20:30,10:00~19:00,10:00~16:00,-,-,,2020-09-25
명인한의원,응급의료기관 이외 > 한의원,031-480-0035,"경기도 안산시 단원구 초지동로 33 (초지동, 한남빌딩304호)",37.3067076,126.8165696,09:30~19:00,09:30~19:00,09:30~21:00,14:00~19:00,09:30~19:00,09:30~14:00,-,-,,2020-09-25
목인한의원,응급의료기관 이외 > 한의원,031-411-0882,"경기도 안산시 단원구 초지로 94, 306호 (초지동, 한솔프라자)",37.3071143,126.8150203,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~16:00,-,-,,2020-09-25
바른한의원,응급의료기관 이외 > 한의원,031-484-1275,"경기도 안산시 단원구 광덕1로 63, 203호 (초지동, 메디프라자)",37.3087372,126.8167013,09:25~19:00,09:25~19:00,09:25~19:00,09:25~19:00,09:25~19:00,09:30~14:00,-,09:30~14:00,,2020-09-25
부부한의원,응급의료기관 이외 > 한의원,031-401-1112,"경기도 안산시 단원구 광덕동로 71, 303,304호 (고잔동, 네오빌딩)",37.3107909,126.8324195,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
새날한의원,응급의료기관 이외 > 한의원,031-486-7588,"경기도 안산시 단원구 광덕서로 86, 303호 (고잔동, 안산법조타운)",37.3105078,126.8274358,09:30~18:30,09:30~18:30,09:30~18:30,14:00~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
생명마루한의원,응급의료기관 이외 > 한의원,031-509-7533,"경기도 안산시 단원구 중앙대로 907, 2동 3층 2304호 (고잔동, 안산종합상가)",37.3170906,126.8371847,10:00~20:30,10:00~20:30,10:00~20:30,14:00~20:30,10:00~20:30,10:00~14:30,-,-,,2020-09-25
소문난연세마취통증의학과의원,응급의료기관 이외 > 의원,031-410-7582,"경기도 안산시 단원구 광덕대로 187, 211,212.213호 (고잔동, 장은타워)",37.3133409,126.8292967,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~15:00,-,-,,2020-09-25
약손경희한의원,응급의료기관 이외 > 한의원,031-439-1108,"경기도 안산시 단원구 라성안길 1, 201호 (원곡동, 삼우상가)",37.3265383,126.8013738,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~19:30,09:30~14:30,-,-,,2020-09-25
유진곤한의원,응급의료기관 이외 > 한의원,031-411-7512,"경기도 안산시 단원구 와동로 25, 2~4층 (와동)",37.332982,126.8277464,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~14:00,-,-,,2020-09-25
으뜸맥한의원,응급의료기관 이외 > 한의원,031-483-8853,"경기도 안산시 단원구 광덕3로 167, 201호 (고잔동, 신영프라자)",37.312517,126.832132,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:30~14:00,-,-,,2020-09-25
의료법인편강의료재단편강한의원,응급의료기관 이외 > 한의원,031-487-7773,"경기도 안산시 단원구 광덕4로 250, 씨티프라자 201호 (고잔동)",37.312591,126.8325186,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:00~16:00,-,-,,2020-09-25
자경한의원,응급의료기관 이외 > 한의원,031-487-7588,"경기도 안산시 단원구 와동공원로 116, 2층 (와동)",37.3417879,126.8214724,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~18:00,08:30~13:00,-,-,,2020-09-25
자민한의원,응급의료기관 이외 > 한의원,031-414-8575,"경기도 안산시 단원구 광덕3로 178, 206호 (고잔동, 화승타운)",37.312267,126.831403,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
자연한의원,응급의료기관 이외 > 한의원,031-484-8275,"경기도 안산시 단원구 선부광장1로 70, 305호 (선부동, 군자빌딩)",37.3358934,126.8119088,09:30~19:00,09:30~19:00,09:30~21:00,09:30~13:00,09:30~19:00,09:30~15:00,-,-,,2020-09-25
채한의원,응급의료기관 이외 > 한의원,031-483-3535,"경기도 안산시 단원구 고잔로 108, 2층 202호 (고잔동)",37.3185349,126.8380276,11:00~21:00,11:00~21:00,11:00~21:00,-,11:00~21:00,09:50~17:00,-,-,,2020-09-25
쾌통한의원,응급의료기관 이외 > 한의원,031-495-5975,"경기도 안산시 단원구 산단로 278, A동 105호 (원시동, 반월하이테크빌리지)",37.319756,126.7884394,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
평화한의원,응급의료기관 이외 > 한의원,031-484-5511,"경기도 안산시 단원구 고잔2길 41, 501호 (고잔동, 신양프라자)",37.3179793,126.8355737,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
하늘그린한의원,응급의료기관 이외 > 한의원,031-486-3686,"경기도 안산시 단원구 적금로 53, 1층 (고잔동)",37.3129158,126.8252479,09:30~19:00,09:30~19:00,09:30~19:00,-,09:30~19:00,09:30~12:30,09:30~16:00,-,Y,2020-09-25
혜민한의원,응급의료기관 이외 > 한의원,031-405-1684,"경기도 안산시 단원구 선부광장1로 69, 213호 (선부동, 산호한양아파트상가)",37.3362544,126.8125477,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~19:00,09:30~16:00,-,-,,2020-09-25
리앤키즈치과의원,응급의료기관 이외 > 치과의원,031-401-2879,"경기도 안산시 단원구 고잔1길 17, 대유빌딩 404, 405호 (고잔동)",37.3186181,126.8356848,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
안산다솜치과의원,응급의료기관 이외 > 치과의원,031-483-2875,"경기도 안산시 단원구 선부광장1로 10, 동양빌딩 4층 401호 일부호 (선부동)",37.3355044,126.8071871,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
연세박내과의원,응급의료기관 이외 > 의원,031-405-8844,"경기도 안산시 단원구 초지로 114, 303호 (초지동, 주공프라자)",37.3088689,126.8153537,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~15:00,-,-,,2020-09-25
일등치과의원,응급의료기관 이외 > 치과의원,031-401-2876,"경기도 안산시 단원구 선부광장로 23, 안산세이브시티 3층 301호 (선부동)",37.336212,126.8097272,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~14:00,-,-,,2020-09-25
대부이조은치과의원,응급의료기관 이외 > 치과의원,032-886-9536,"경기도 안산시 단원구 대부중앙로 105, 2층 (대부북동)",37.2425278,126.5856324,09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~17:30,09:30~12:00,-,-,,2020-09-25
김영준내과의원,응급의료기관 이외 > 의원,031-483-3175,"경기도 안산시 단원구 선부광장1로 62, 308호 (선부동, 동원빌딩)",37.3362437,126.8112934,09:00~18:30,09:00~18:30,09:00~18:30,09:00~13:00,09:00~18:30,09:00~13:00,-,-,,2020-09-25
다자래한의원,응급의료기관 이외 > 한의원,031-362-5375,"경기도 안산시 단원구 화랑로 130, 단지내 상가 1동 2층 208,209,210,211호 (원곡동)",37.3259089,126.8090701,09:00~20:00,09:00~20:00,09:00~20:00,09:00~18:00,09:00~20:00,09:00~14:00,-,-,,2020-09-25
마인드치과의원,응급의료기관 이외 > 치과의원,031-401-9375,"경기도 안산시 단원구 고잔로 72, 4층 401호 (고잔동)",37.318914,126.8342412,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~17:00,10:00~17:00,10:00~17:00,Y,2020-09-25
밝은경희한의원,응급의료기관 이외 > 한의원,031-507-8275,"경기도 안산시 단원구 광덕1로 159, 401호 (고잔동, 대림프라자)",37.3080712,126.8273698,09:30~18:30,09:30~18:30,09:30~18:30,14:00~18:30,09:30~18:30,09:30~16:00,-,-,,2020-09-25
에이플란트치과의원,응급의료기관 이외 > 치과의원,031-8084-2875,"경기도 안산시 단원구 풍전로 37-24, 317동 510,511호 (원곡동, 트리플렉스 비단지)",37.3234059,126.7925919,09:30~18:30,09:30~18:30,09:30~18:30,09:30~20:00,09:30~18:30,09:30~13:30,-,-,,2020-09-25
리바디한의원,응급의료기관 이외 > 한의원,031-364-8475,"경기도 안산시 단원구 중앙대로 907, 안산종합상가 2동 3층 2306호 (고잔동)",37.3170906,126.8371847,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~16:00,10:00~16:00,10:00~16:00,Y,2020-09-25
하늘체한의원,응급의료기관 이외 > 한의원,031-365-3675,"경기도 안산시 단원구 고잔1길 17, 602호,603호 (고잔동, 대유빌딩)",37.3186192,126.8355996,11:00~21:00,11:00~21:00,15:00~21:00,11:00~21:00,11:00~21:00,11:00~16:00,-,-,,2020-09-25
안산서해의원,응급의료기관 이외 > 의원,031-491-8008,"경기도 안산시 단원구 화랑로 65-1 (원곡동, (지하 1층~3층))",37.3259089,126.8090701,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~20:00,09:00~17:00,09:00~17:00,09:00~17:00,Y,2020-09-25
의료법인 플러스의료재단 단원병원,지역응급의료기관 > 종합병원,031-8040-6600,경기도 안산시 단원구 원포공원1로 20 (초지동),37.3003343,126.8132315,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
고든병원,응급의료기관 이외 > 병원,1577-7870,"경기도 안산시 단원구 고잔로 76, 영풍빌딩 408호일부, 409호, 501~502호, 506호 (고잔동)",37.3188958,126.8348793,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
온새미로의료소비자생활협동조합 초지한의원,응급의료기관 이외 > 한의원,031-405-1065~7,"경기도 안산시 단원구 원포공원1로 49, 412~414호 (초지동, 태영타운)",37.3024252,126.8124097,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,09:30~18:30,-,-,-,,2020-09-25
성모마음아정신건강의학과의원,응급의료기관 이외 > 의원,031-439-1004,"경기도 안산시 단원구 선부광장1로 56, 3층 305호 (선부동)",37.3365541,126.8107141,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
고려대학교의과대학부속안산병원,지역응급의료센터 > 상급종합병원,031-412-5653,경기도 안산시 단원구 적금로 123 (고잔동),37.3191333,126.8252651,09:30~16:30,09:30~16:30,09:30~16:30,09:30~16:30,08:30~17:30,09:30~12:00,-,-,,2020-09-25
늘푸른한방병원,응급의료기관 이외 > 한방병원,031-475-1079,"경기도 안산시 단원구 선부광장로 95, 203,301~305호 (선부동)",37.3331594,126.8081666,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~15:00,-,-,,2020-09-25
마디편한의원,응급의료기관 이외 > 의원,031-414-7133,"경기도 안산시 단원구 와동공원로 145, 2,3층 (와동)",37.3444937,126.821288,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~19:00,09:00~13:00,-,09:00~13:00,,2020-09-25
사회복지법인안산제일복지재단부설안산제일복지의원,응급의료기관 이외 > 의원,031-482-7002,경기도 안산시 단원구 원초로 76 (초지동),37.326007,126.8059474,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~17:30,08:30~12:30,-,-,,2020-09-25
성민의원,응급의료기관 이외 > 의원,031-493-7572,"경기도 안산시 단원구 중앙대로 457, 2,3층 (원곡동)",37.3381989,126.7875788,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,09:00~22:00,Y,2020-09-25
아너스요양병원,응급의료기관 이외 > 요양병원,031-403-0909,"경기도 안산시 단원구 원포공원1로 49, 태영타운 2,3층 209-219, 301-307호 (초지동)",37.3024252,126.8124097,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,-,-,-,,2020-09-25
안산21세기병원,응급의료기관 이외 > 병원,031-482-0114,경기도 안산시 단원구 보화로 50 (고잔동),37.3305473,126.8316636,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:30,-,-,,2020-09-25
안산효요양병원,응급의료기관 이외 > 요양병원,031-414-7233,"경기도 안산시 단원구 원포공원1로 30, 서해프라자 5층,6층 일부(601,602)호 (초지동)",37.2302656,126.6086951,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~18:00,09:00~13:00,-,-,,2020-09-25
연세매일치과의원,응급의료기관 이외 > 치과의원,031-411-2475,"경기도 안산시 단원구 원포공원1로 46, 이마트 5층 (초지동)",37.3030918,126.8130208,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~21:00,10:00~17:30,10:00~17:30,10:00~17:30,Y,2020-09-25
예림한의원,응급의료기관 이외 > 한의원,031-411-4111,"경기도 안산시 단원구 중앙대로 921, 422호 (고잔동, 동서코아)",37.3170906,126.8389067,10:00~21:00,10:00~19:00,10:00~19:00,10:00~21:00,10:00~19:00,10:00~14:00,-,-,,2020-09-25
의료법인더존의료재단경희요양병원,응급의료기관 이외 > 요양병원,031-402-2222,"경기도 안산시 단원구 광덕대로 162, 광덕대로 154 (고잔동)",37.3101309,126.8307263,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~17:30,09:00~12:00,-,-,,2020-09-25
의료법인새한빛의료재단라이트요양병원,응급의료기관 이외 > 요양병원,031-411-9911,"경기도 안산시 단원구 광덕동로 81, 진성드림프라자 302,302-1,303~305,405~408,501,505,602~604호 (고잔동)",37.3116467,126.8324908,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~21:00,09:00~15:00,-,-,,2020-09-25
